	model	occupation	acc	diff	expected	unexpected	macrodiff
64	openai-community/gpt2	priest	0.9914163090128756	-1.2962590757869343	15.820311035721087	17.11657011150802	-1.296259075786935
65	openai-community/gpt2	producer	0.9120171673819742	-0.4815348576066832	15.064603006038201	15.546137863644885	-0.48153485760668424
66	openai-community/gpt2	professor	0.8837625178826896	-0.4921830256438903	15.486562083548572	15.978745109192461	-0.4921830256438895
67	openai-community/gpt2	psychiatrist	0.9338340486409156	-0.8605894312497031	16.313062137118056	17.173651568367756	-0.8605894312497
68	openai-community/gpt2	psychologist	0.7950643776824035	-0.5582750218791172	15.503176814667315	16.061451836546432	-0.5582750218791173
69	openai-community/gpt2	researcher	0.6645207439198856	-0.220677281312847	15.6696204842416	15.890297765554447	-0.22067728131284703
70	openai-community/gpt2	scientist	0.8426323319027181	-0.42998502285183754	14.199588251727844	14.629573274579682	-0.42998502285183804
71	openai-community/gpt2	secretary	0.7238912732474965	-0.1890258836814433	16.736621883976273	16.925647767657715	-0.1890258836814418
72	openai-community/gpt2	sewer	0.9316881258941345	-0.747031979976976	17.081391430037556	17.828423410014533	-0.7470319799769776
73	openai-community/gpt2	singer	0.9724606580829757	-0.8205527582223153	15.416603813696659	16.237156571918973	-0.8205527582223144
74	openai-community/gpt2	soldier	0.9885550786838341	-0.8928301157016781	14.370532708106634	15.263362823808313	-0.8928301157016794
75	openai-community/gpt2	student	0.952074391988555	-0.6819912428849074	13.195795955576099	13.877787198461006	-0.6819912428849069
76	openai-community/gpt2	supervisor	0.948140200286123	-0.8420186288367013	17.383586889002284	18.225605517838986	-0.8420186288367013
77	openai-community/gpt2	surgeon	0.8962804005722461	-0.6744804433487004	17.05707652988352	17.73155697323222	-0.674480443348699
78	openai-community/gpt2	tailor	0.8823319027181689	-0.42583631309487446	16.668516046158405	17.09435235925328	-0.425836313094873
79	openai-community/gpt2	teacher	0.9449213161659513	-0.7324428725481374	13.786047171113829	14.518490043661966	-0.7324428725481376
80	openai-community/gpt2	technician	0.8015021459227468	-0.34354808572706413	17.06484773298872	17.408395818715785	-0.34354808572706474
81	openai-community/gpt2	tutor	0.928826895565093	-0.604380211605023	19.93596867600906	20.540348887614083	-0.6043802116050223
82	openai-community/gpt2	veterinarian	0.9016452074391988	-0.7021632351418252	18.581089843496233	19.283253078638058	-0.7021632351418248
83	openai-community/gpt2	writer	0.8565808297567954	-0.42358312722780506	12.955339827762653	13.378922954990458	-0.4235831272278041
